stk.v.10.0
BEGIN IntervalList
"2019/01/20 21:52:25.000" "2019/01/20 21:52:25.200"
"2019/01/20 21:52:37.000" "2019/01/20 21:52:37.200"
"2019/01/20 21:52:49.000" "2019/01/20 21:52:49.200"
"2019/01/20 21:53:01.000" "2019/01/20 21:53:01.200"
"2019/01/20 21:53:13.000" "2019/01/20 21:53:13.200"
"2019/01/20 21:53:25.000" "2019/01/20 21:53:25.200"
"2019/01/20 21:58:44.213" "2019/01/20 21:58:44.413"
"2019/01/20 21:58:56.213" "2019/01/20 21:58:56.413"
"2019/01/20 21:59:08.213" "2019/01/20 21:59:08.413"
"2019/01/20 21:59:20.213" "2019/01/20 21:59:20.413"
"2019/01/20 21:59:32.213" "2019/01/20 21:59:32.413"
"2019/01/20 21:59:44.213" "2019/01/20 21:59:44.413"
"2019/01/20 21:59:56.213" "2019/01/20 21:59:56.413"
"2019/01/20 22:00:08.213" "2019/01/20 22:00:08.413"
"2019/01/20 22:00:20.213" "2019/01/20 22:00:20.413"
"2019/01/20 22:00:32.213" "2019/01/20 22:00:32.413"
"2019/01/20 22:00:44.213" "2019/01/20 22:00:44.413"
"2019/01/20 22:00:56.213" "2019/01/20 22:00:56.413"
"2019/01/20 22:01:08.213" "2019/01/20 22:01:08.413"
"2019/01/20 22:01:20.213" "2019/01/20 22:01:20.413"
"2019/01/20 22:01:58.681" "2019/01/20 22:01:58.881"
"2019/01/20 22:02:10.681" "2019/01/20 22:02:10.881"
"2019/01/20 22:02:22.681" "2019/01/20 22:02:22.881"
"2019/01/20 22:02:34.681" "2019/01/20 22:02:34.881"
"2019/01/20 22:02:46.681" "2019/01/20 22:02:46.881"
"2019/01/20 22:02:58.681" "2019/01/20 22:02:58.881"
"2019/01/20 22:03:10.681" "2019/01/20 22:03:10.881"
"2019/01/20 22:03:22.681" "2019/01/20 22:03:22.881"
"2019/01/20 22:03:34.681" "2019/01/20 22:03:34.881"
"2019/01/20 22:03:46.681" "2019/01/20 22:03:46.881"
"2019/01/20 22:03:58.681" "2019/01/20 22:03:58.881"
"2019/01/20 22:04:10.681" "2019/01/20 22:04:10.881"
"2019/01/20 22:04:22.681" "2019/01/20 22:04:22.881"
"2019/01/20 22:04:34.681" "2019/01/20 22:04:34.881"
"2019/01/20 22:09:53.894" "2019/01/20 22:09:54.094"
"2019/01/20 22:10:05.894" "2019/01/20 22:10:06.094"
"2019/01/20 22:10:17.894" "2019/01/20 22:10:18.094"
"2019/01/20 22:10:29.894" "2019/01/20 22:10:30.094"
"2019/01/20 22:10:41.894" "2019/01/20 22:10:42.094"
"2019/01/20 22:10:53.894" "2019/01/20 22:10:54.094"
"2019/01/20 22:11:05.894" "2019/01/20 22:11:06.094"
"2019/01/20 22:11:17.894" "2019/01/20 22:11:18.094"
"2019/01/20 22:11:29.894" "2019/01/20 22:11:30.094"
"2019/01/20 22:11:41.894" "2019/01/20 22:11:42.094"
"2019/01/20 22:11:53.894" "2019/01/20 22:11:54.094"
"2019/01/20 22:12:05.894" "2019/01/20 22:12:06.094"
"2019/01/20 22:12:17.894" "2019/01/20 22:12:18.094"
"2019/01/20 22:12:29.894" "2019/01/20 22:12:30.094"
"2019/01/20 22:13:08.362" "2019/01/20 22:13:08.562"
"2019/01/20 22:13:20.362" "2019/01/20 22:13:20.562"
"2019/01/20 22:13:32.362" "2019/01/20 22:13:32.562"
"2019/01/20 22:13:44.362" "2019/01/20 22:13:44.562"
"2019/01/20 22:13:56.362" "2019/01/20 22:13:56.562"
"2019/01/20 22:14:08.362" "2019/01/20 22:14:08.562"
"2019/01/20 22:14:20.362" "2019/01/20 22:14:20.562"
"2019/01/20 22:14:32.362" "2019/01/20 22:14:32.562"
"2019/01/20 22:14:44.362" "2019/01/20 22:14:44.562"
"2019/01/20 22:14:56.362" "2019/01/20 22:14:56.562"
"2019/01/20 22:15:08.362" "2019/01/20 22:15:08.562"
"2019/01/20 22:15:20.362" "2019/01/20 22:15:20.562"
"2019/01/20 22:15:32.362" "2019/01/20 22:15:32.562"
"2019/01/20 22:15:44.362" "2019/01/20 22:15:44.562"
"2019/01/20 22:21:03.574" "2019/01/20 22:21:03.774"
"2019/01/20 22:21:15.574" "2019/01/20 22:21:15.774"
"2019/01/20 22:21:27.574" "2019/01/20 22:21:27.774"
"2019/01/20 22:21:39.574" "2019/01/20 22:21:39.774"
"2019/01/20 22:21:51.574" "2019/01/20 22:21:51.774"
"2019/01/20 22:22:03.574" "2019/01/20 22:22:03.774"
"2019/01/20 22:22:15.574" "2019/01/20 22:22:15.774"
"2019/01/20 22:22:27.574" "2019/01/20 22:22:27.774"
"2019/01/20 22:22:39.574" "2019/01/20 22:22:39.774"
"2019/01/20 22:22:51.574" "2019/01/20 22:22:51.774"
"2019/01/20 22:23:03.574" "2019/01/20 22:23:03.774"
"2019/01/20 22:23:15.574" "2019/01/20 22:23:15.774"
"2019/01/20 22:23:27.574" "2019/01/20 22:23:27.774"
"2019/01/20 22:23:39.574" "2019/01/20 22:23:39.774"
"2019/01/20 22:24:18.043" "2019/01/20 22:24:18.243"
"2019/01/20 22:24:30.043" "2019/01/20 22:24:30.243"
"2019/01/20 22:24:42.043" "2019/01/20 22:24:42.243"
"2019/01/20 22:24:54.043" "2019/01/20 22:24:54.243"
"2019/01/20 22:25:06.043" "2019/01/20 22:25:06.243"
"2019/01/20 22:25:18.043" "2019/01/20 22:25:18.243"
"2019/01/20 22:25:30.043" "2019/01/20 22:25:30.243"
"2019/01/20 22:25:42.043" "2019/01/20 22:25:42.243"
"2019/01/20 22:25:54.043" "2019/01/20 22:25:54.243"
"2019/01/20 22:26:06.043" "2019/01/20 22:26:06.243"
"2019/01/20 22:26:18.043" "2019/01/20 22:26:18.243"
"2019/01/20 22:26:30.043" "2019/01/20 22:26:30.243"
"2019/01/20 22:26:42.043" "2019/01/20 22:26:42.243"
"2019/01/20 22:26:54.043" "2019/01/20 22:26:54.243"
"2019/01/20 22:32:13.255" "2019/01/20 22:32:13.455"
"2019/01/20 22:32:25.255" "2019/01/20 22:32:25.455"
"2019/01/20 22:32:37.255" "2019/01/20 22:32:37.455"
"2019/01/20 22:32:49.255" "2019/01/20 22:32:49.455"
"2019/01/20 22:33:01.255" "2019/01/20 22:33:01.455"
"2019/01/20 22:33:13.255" "2019/01/20 22:33:13.455"
"2019/01/20 22:33:25.255" "2019/01/20 22:33:25.455"
"2019/01/20 22:33:37.255" "2019/01/20 22:33:37.455"
"2019/01/20 22:33:49.255" "2019/01/20 22:33:49.455"
"2019/01/20 22:34:01.255" "2019/01/20 22:34:01.455"
"2019/01/20 22:34:13.255" "2019/01/20 22:34:13.455"
"2019/01/20 22:34:25.255" "2019/01/20 22:34:25.455"
"2019/01/20 22:34:37.255" "2019/01/20 22:34:37.455"
"2019/01/20 22:34:49.255" "2019/01/20 22:34:49.455"
"2019/01/20 22:35:27.723" "2019/01/20 22:35:27.923"
"2019/01/20 22:35:39.723" "2019/01/20 22:35:39.923"
"2019/01/20 22:35:51.723" "2019/01/20 22:35:51.923"
"2019/01/20 22:36:03.723" "2019/01/20 22:36:03.923"
"2019/01/20 22:36:15.723" "2019/01/20 22:36:15.923"
"2019/01/20 22:36:27.723" "2019/01/20 22:36:27.923"
"2019/01/20 22:36:39.723" "2019/01/20 22:36:39.923"
"2019/01/20 22:36:51.723" "2019/01/20 22:36:51.923"
"2019/01/20 22:37:03.723" "2019/01/20 22:37:03.923"
"2019/01/20 22:37:15.723" "2019/01/20 22:37:15.923"
"2019/01/20 22:37:27.723" "2019/01/20 22:37:27.923"
"2019/01/20 22:37:39.723" "2019/01/20 22:37:39.923"
"2019/01/20 22:37:51.723" "2019/01/20 22:37:51.923"
"2019/01/20 22:38:03.723" "2019/01/20 22:38:03.923"
"2019/01/20 22:43:21.936" "2019/01/20 22:43:22.136"
"2019/01/20 22:43:33.936" "2019/01/20 22:43:34.136"
"2019/01/20 22:43:45.936" "2019/01/20 22:43:46.136"
"2019/01/20 22:43:57.936" "2019/01/20 22:43:58.136"
"2019/01/20 22:44:09.936" "2019/01/20 22:44:10.136"
"2019/01/20 22:44:21.936" "2019/01/20 22:44:22.136"
"2019/01/20 22:44:33.936" "2019/01/20 22:44:34.136"
"2019/01/20 22:44:45.936" "2019/01/20 22:44:46.136"
"2019/01/20 22:44:57.936" "2019/01/20 22:44:58.136"
"2019/01/20 22:45:09.936" "2019/01/20 22:45:10.136"
"2019/01/20 22:45:21.936" "2019/01/20 22:45:22.136"
"2019/01/20 22:45:33.936" "2019/01/20 22:45:34.136"
"2019/01/20 22:45:45.936" "2019/01/20 22:45:46.136"
"2019/01/20 22:46:35.404" "2019/01/20 22:46:35.604"
"2019/01/20 22:46:47.404" "2019/01/20 22:46:47.604"
"2019/01/20 22:46:59.404" "2019/01/20 22:46:59.604"
"2019/01/20 22:47:11.404" "2019/01/20 22:47:11.604"
"2019/01/20 22:47:23.404" "2019/01/20 22:47:23.604"
"2019/01/20 22:47:35.404" "2019/01/20 22:47:35.604"
"2019/01/20 22:47:47.404" "2019/01/20 22:47:47.604"
"2019/01/20 22:47:59.404" "2019/01/20 22:47:59.604"
"2019/01/20 22:48:11.404" "2019/01/20 22:48:11.604"
"2019/01/20 22:48:23.404" "2019/01/20 22:48:23.604"
"2019/01/20 22:48:35.404" "2019/01/20 22:48:35.604"
"2019/01/20 22:48:47.404" "2019/01/20 22:48:47.604"
"2019/01/20 22:48:59.404" "2019/01/20 22:48:59.604"
"2019/01/20 22:49:11.404" "2019/01/20 22:49:11.604"
"2019/01/20 22:54:29.617" "2019/01/20 22:54:29.817"
"2019/01/20 22:54:41.617" "2019/01/20 22:54:41.817"
"2019/01/20 22:54:53.617" "2019/01/20 22:54:53.817"
"2019/01/20 22:55:05.617" "2019/01/20 22:55:05.817"
"2019/01/20 22:55:17.617" "2019/01/20 22:55:17.817"
"2019/01/20 22:55:29.617" "2019/01/20 22:55:29.817"
"2019/01/20 22:55:41.617" "2019/01/20 22:55:41.817"
"2019/01/20 22:55:53.617" "2019/01/20 22:55:53.817"
"2019/01/20 22:56:05.617" "2019/01/20 22:56:05.817"
"2019/01/20 22:56:17.617" "2019/01/20 22:56:17.817"
"2019/01/20 22:56:29.617" "2019/01/20 22:56:29.817"
"2019/01/20 22:56:41.617" "2019/01/20 22:56:41.817"
"2019/01/20 22:56:53.617" "2019/01/20 22:56:53.817"
"2019/01/20 22:57:43.085" "2019/01/20 22:57:43.285"
"2019/01/20 22:57:55.085" "2019/01/20 22:57:55.285"
"2019/01/20 22:58:07.085" "2019/01/20 22:58:07.285"
"2019/01/20 22:58:19.085" "2019/01/20 22:58:19.285"
"2019/01/20 22:58:31.085" "2019/01/20 22:58:31.285"
"2019/01/20 22:58:43.085" "2019/01/20 22:58:43.285"
"2019/01/20 22:58:55.085" "2019/01/20 22:58:55.285"
"2019/01/20 22:59:07.085" "2019/01/20 22:59:07.285"
"2019/01/20 22:59:19.085" "2019/01/20 22:59:19.285"
"2019/01/20 22:59:31.085" "2019/01/20 22:59:31.285"
"2019/01/20 22:59:43.085" "2019/01/20 22:59:43.285"
"2019/01/20 22:59:55.085" "2019/01/20 22:59:55.285"
"2019/01/20 23:00:07.085" "2019/01/20 23:00:07.285"
"2019/01/20 23:00:19.085" "2019/01/20 23:00:19.285"
"2019/01/20 23:05:37.298" "2019/01/20 23:05:37.498"
"2019/01/20 23:05:49.298" "2019/01/20 23:05:49.498"
"2019/01/20 23:06:01.298" "2019/01/20 23:06:01.498"
"2019/01/20 23:06:13.298" "2019/01/20 23:06:13.498"
"2019/01/20 23:06:25.298" "2019/01/20 23:06:25.498"
"2019/01/20 23:06:37.298" "2019/01/20 23:06:37.498"
"2019/01/20 23:06:49.298" "2019/01/20 23:06:49.498"
"2019/01/20 23:07:01.298" "2019/01/20 23:07:01.498"
"2019/01/20 23:07:13.298" "2019/01/20 23:07:13.498"
"2019/01/20 23:07:25.298" "2019/01/20 23:07:25.498"
"2019/01/20 23:07:37.298" "2019/01/20 23:07:37.498"
"2019/01/20 23:07:49.298" "2019/01/20 23:07:49.498"
"2019/01/20 23:08:01.298" "2019/01/20 23:08:01.498"
"2019/01/20 23:08:50.766" "2019/01/20 23:08:50.966"
"2019/01/20 23:09:02.766" "2019/01/20 23:09:02.966"
"2019/01/20 23:09:14.766" "2019/01/20 23:09:14.966"
"2019/01/20 23:09:26.766" "2019/01/20 23:09:26.966"
"2019/01/20 23:09:38.766" "2019/01/20 23:09:38.966"
"2019/01/20 23:09:50.766" "2019/01/20 23:09:50.966"
"2019/01/20 23:10:02.766" "2019/01/20 23:10:02.966"
"2019/01/20 23:10:14.766" "2019/01/20 23:10:14.966"
"2019/01/20 23:10:26.766" "2019/01/20 23:10:26.966"
"2019/01/20 23:10:38.766" "2019/01/20 23:10:38.966"
"2019/01/20 23:10:50.766" "2019/01/20 23:10:50.966"
"2019/01/20 23:11:02.766" "2019/01/20 23:11:02.966"
"2019/01/20 23:11:14.766" "2019/01/20 23:11:14.966"
"2019/01/20 23:11:26.766" "2019/01/20 23:11:26.966"
"2019/01/20 23:16:43.979" "2019/01/20 23:16:44.179"
"2019/01/20 23:16:55.979" "2019/01/20 23:16:56.179"
"2019/01/20 23:17:07.979" "2019/01/20 23:17:08.179"
"2019/01/20 23:17:19.979" "2019/01/20 23:17:20.179"
"2019/01/20 23:17:31.979" "2019/01/20 23:17:32.179"
"2019/01/20 23:17:43.979" "2019/01/20 23:17:44.179"
"2019/01/20 23:17:55.979" "2019/01/20 23:17:56.179"
"2019/01/20 23:18:07.979" "2019/01/20 23:18:08.179"
"2019/01/20 23:18:19.979" "2019/01/20 23:18:20.179"
"2019/01/20 23:18:31.979" "2019/01/20 23:18:32.179"
"2019/01/20 23:18:43.979" "2019/01/20 23:18:44.179"
"2019/01/20 23:18:55.979" "2019/01/20 23:18:56.179"
"2019/01/20 23:19:07.979" "2019/01/20 23:19:08.179"
"2019/01/20 23:19:57.447" "2019/01/20 23:19:57.647"
"2019/01/20 23:20:09.447" "2019/01/20 23:20:09.647"
"2019/01/20 23:20:21.447" "2019/01/20 23:20:21.647"
"2019/01/20 23:20:33.447" "2019/01/20 23:20:33.647"
"2019/01/20 23:20:45.447" "2019/01/20 23:20:45.647"
"2019/01/20 23:20:57.447" "2019/01/20 23:20:57.647"
"2019/01/20 23:21:09.447" "2019/01/20 23:21:09.647"
"2019/01/20 23:21:21.447" "2019/01/20 23:21:21.647"
"2019/01/20 23:21:33.447" "2019/01/20 23:21:33.647"
"2019/01/20 23:21:45.447" "2019/01/20 23:21:45.647"
"2019/01/20 23:21:57.447" "2019/01/20 23:21:57.647"
"2019/01/20 23:22:09.447" "2019/01/20 23:22:09.647"
"2019/01/20 23:22:21.447" "2019/01/20 23:22:21.647"
"2019/01/20 23:22:33.447" "2019/01/20 23:22:33.647"
"2019/01/20 23:27:50.660" "2019/01/20 23:27:50.860"
"2019/01/20 23:28:02.660" "2019/01/20 23:28:02.860"
"2019/01/20 23:28:14.660" "2019/01/20 23:28:14.860"
"2019/01/20 23:28:26.660" "2019/01/20 23:28:26.860"
"2019/01/20 23:28:38.660" "2019/01/20 23:28:38.860"
"2019/01/20 23:28:50.660" "2019/01/20 23:28:50.860"
"2019/01/20 23:29:02.660" "2019/01/20 23:29:02.860"
"2019/01/20 23:29:14.660" "2019/01/20 23:29:14.860"
"2019/01/20 23:29:26.660" "2019/01/20 23:29:26.860"
"2019/01/20 23:29:38.660" "2019/01/20 23:29:38.860"
"2019/01/20 23:29:50.660" "2019/01/20 23:29:50.860"
"2019/01/20 23:30:02.660" "2019/01/20 23:30:02.860"
"2019/01/20 23:30:14.660" "2019/01/20 23:30:14.860"
"2019/01/21 19:41:11.455" "2019/01/21 19:41:11.655"
"2019/01/21 19:41:23.455" "2019/01/21 19:41:23.655"
"2019/01/21 19:41:35.455" "2019/01/21 19:41:35.655"
"2019/01/21 19:41:47.455" "2019/01/21 19:41:47.655"
"2019/01/21 19:41:59.455" "2019/01/21 19:41:59.655"
"2019/01/21 19:42:11.455" "2019/01/21 19:42:11.655"
"2019/01/21 19:42:23.455" "2019/01/21 19:42:23.655"
"2019/01/21 19:42:35.455" "2019/01/21 19:42:35.655"
"2019/01/21 19:42:47.455" "2019/01/21 19:42:47.655"
"2019/01/21 19:42:59.455" "2019/01/21 19:42:59.655"
"2019/01/21 19:43:11.455" "2019/01/21 19:43:11.655"
"2019/01/21 19:43:23.455" "2019/01/21 19:43:23.655"
"2019/01/21 19:43:35.455" "2019/01/21 19:43:35.655"
"2019/01/21 19:48:06.545" "2019/01/21 19:48:06.745"
"2019/01/21 19:48:18.545" "2019/01/21 19:48:18.745"
"2019/01/21 19:48:30.545" "2019/01/21 19:48:30.745"
"2019/01/21 19:48:42.545" "2019/01/21 19:48:42.745"
"2019/01/21 19:48:54.545" "2019/01/21 19:48:54.745"
"2019/01/21 19:49:06.545" "2019/01/21 19:49:06.745"
"2019/01/21 19:49:18.545" "2019/01/21 19:49:18.745"
"2019/01/21 19:49:30.545" "2019/01/21 19:49:30.745"
"2019/01/21 19:49:42.545" "2019/01/21 19:49:42.745"
"2019/01/21 19:49:54.545" "2019/01/21 19:49:54.745"
"2019/01/21 19:50:06.545" "2019/01/21 19:50:06.745"
"2019/01/21 19:50:18.545" "2019/01/21 19:50:18.745"
"2019/01/21 19:50:30.545" "2019/01/21 19:50:30.745"
"2019/01/21 19:51:08.000" "2019/01/21 19:51:08.200"
"2019/01/21 19:51:20.000" "2019/01/21 19:51:20.200"
"2019/01/21 19:51:32.000" "2019/01/21 19:51:32.200"
"2019/01/21 19:51:44.000" "2019/01/21 19:51:44.200"
"2019/01/21 19:51:56.000" "2019/01/21 19:51:56.200"
"2019/01/21 19:52:08.000" "2019/01/21 19:52:08.200"
"2019/01/21 19:52:20.000" "2019/01/21 19:52:20.200"
"2019/01/21 19:52:32.000" "2019/01/21 19:52:32.200"
"2019/01/21 19:52:44.000" "2019/01/21 19:52:44.200"
"2019/01/21 19:52:56.000" "2019/01/21 19:52:56.200"
"2019/01/21 19:53:08.000" "2019/01/21 19:53:08.200"
"2019/01/21 19:53:20.000" "2019/01/21 19:53:20.200"
"2019/01/21 19:53:32.000" "2019/01/21 19:53:32.200"
"2019/01/21 19:58:03.091" "2019/01/21 19:58:03.291"
"2019/01/21 19:58:15.091" "2019/01/21 19:58:15.291"
"2019/01/21 19:58:27.091" "2019/01/21 19:58:27.291"
"2019/01/21 19:58:39.091" "2019/01/21 19:58:39.291"
"2019/01/21 19:58:51.091" "2019/01/21 19:58:51.291"
"2019/01/21 19:59:03.091" "2019/01/21 19:59:03.291"
"2019/01/21 19:59:15.091" "2019/01/21 19:59:15.291"
"2019/01/21 19:59:27.091" "2019/01/21 19:59:27.291"
"2019/01/21 19:59:39.091" "2019/01/21 19:59:39.291"
"2019/01/21 19:59:51.091" "2019/01/21 19:59:51.291"
"2019/01/21 20:00:03.091" "2019/01/21 20:00:03.291"
"2019/01/21 20:00:15.091" "2019/01/21 20:00:15.291"
"2019/01/21 20:00:27.091" "2019/01/21 20:00:27.291"
"2019/01/21 20:01:04.545" "2019/01/21 20:01:04.745"
"2019/01/21 20:01:16.545" "2019/01/21 20:01:16.745"
"2019/01/21 20:01:28.545" "2019/01/21 20:01:28.745"
"2019/01/21 20:01:40.545" "2019/01/21 20:01:40.745"
"2019/01/21 20:01:52.545" "2019/01/21 20:01:52.745"
"2019/01/21 20:02:04.545" "2019/01/21 20:02:04.745"
"2019/01/21 20:02:16.545" "2019/01/21 20:02:16.745"
"2019/01/21 20:02:28.545" "2019/01/21 20:02:28.745"
"2019/01/21 20:02:40.545" "2019/01/21 20:02:40.745"
"2019/01/21 20:02:52.545" "2019/01/21 20:02:52.745"
"2019/01/21 20:03:04.545" "2019/01/21 20:03:04.745"
"2019/01/21 20:03:16.545" "2019/01/21 20:03:16.745"
"2019/01/21 20:03:28.545" "2019/01/21 20:03:28.745"
"2019/01/21 20:07:59.636" "2019/01/21 20:07:59.836"
"2019/01/21 20:08:11.636" "2019/01/21 20:08:11.836"
"2019/01/21 20:08:23.636" "2019/01/21 20:08:23.836"
"2019/01/21 20:08:35.636" "2019/01/21 20:08:35.836"
"2019/01/21 20:08:47.636" "2019/01/21 20:08:47.836"
"2019/01/21 20:08:59.636" "2019/01/21 20:08:59.836"
"2019/01/21 20:09:11.636" "2019/01/21 20:09:11.836"
"2019/01/21 20:09:23.636" "2019/01/21 20:09:23.836"
"2019/01/21 20:09:35.636" "2019/01/21 20:09:35.836"
"2019/01/21 20:09:47.636" "2019/01/21 20:09:47.836"
"2019/01/21 20:09:59.636" "2019/01/21 20:09:59.836"
"2019/01/21 20:10:11.636" "2019/01/21 20:10:11.836"
"2019/01/21 20:10:23.636" "2019/01/21 20:10:23.836"
"2019/01/21 20:11:01.091" "2019/01/21 20:11:01.291"
"2019/01/21 20:11:13.091" "2019/01/21 20:11:13.291"
"2019/01/21 20:11:25.091" "2019/01/21 20:11:25.291"
"2019/01/21 20:11:37.091" "2019/01/21 20:11:37.291"
"2019/01/21 20:11:49.091" "2019/01/21 20:11:49.291"
"2019/01/21 20:12:01.091" "2019/01/21 20:12:01.291"
"2019/01/21 20:12:13.091" "2019/01/21 20:12:13.291"
"2019/01/21 20:12:25.091" "2019/01/21 20:12:25.291"
"2019/01/21 20:12:37.091" "2019/01/21 20:12:37.291"
"2019/01/21 20:12:49.091" "2019/01/21 20:12:49.291"
"2019/01/21 20:13:01.091" "2019/01/21 20:13:01.291"
"2019/01/21 20:13:13.091" "2019/01/21 20:13:13.291"
"2019/01/21 20:13:25.091" "2019/01/21 20:13:25.291"
"2019/01/21 20:17:56.182" "2019/01/21 20:17:56.382"
"2019/01/21 20:18:08.182" "2019/01/21 20:18:08.382"
"2019/01/21 20:18:20.182" "2019/01/21 20:18:20.382"
"2019/01/21 20:18:32.182" "2019/01/21 20:18:32.382"
"2019/01/21 20:18:44.182" "2019/01/21 20:18:44.382"
"2019/01/21 20:18:56.182" "2019/01/21 20:18:56.382"
"2019/01/21 20:19:08.182" "2019/01/21 20:19:08.382"
"2019/01/21 20:19:20.182" "2019/01/21 20:19:20.382"
"2019/01/21 20:19:32.182" "2019/01/21 20:19:32.382"
"2019/01/21 20:19:44.182" "2019/01/21 20:19:44.382"
"2019/01/21 20:19:56.182" "2019/01/21 20:19:56.382"
"2019/01/21 20:20:08.182" "2019/01/21 20:20:08.382"
"2019/01/21 20:20:20.182" "2019/01/21 20:20:20.382"
"2019/01/21 20:20:57.636" "2019/01/21 20:20:57.836"
"2019/01/21 20:21:09.636" "2019/01/21 20:21:09.836"
"2019/01/21 20:21:21.636" "2019/01/21 20:21:21.836"
"2019/01/21 20:21:33.636" "2019/01/21 20:21:33.836"
"2019/01/21 20:21:45.636" "2019/01/21 20:21:45.836"
"2019/01/21 20:21:57.636" "2019/01/21 20:21:57.836"
"2019/01/21 20:22:09.636" "2019/01/21 20:22:09.836"
"2019/01/21 20:22:21.636" "2019/01/21 20:22:21.836"
"2019/01/21 20:22:33.636" "2019/01/21 20:22:33.836"
"2019/01/21 20:22:45.636" "2019/01/21 20:22:45.836"
"2019/01/21 20:22:57.636" "2019/01/21 20:22:57.836"
"2019/01/21 20:23:09.636" "2019/01/21 20:23:09.836"
"2019/01/21 20:23:21.636" "2019/01/21 20:23:21.836"
"2019/01/21 20:27:52.727" "2019/01/21 20:27:52.927"
"2019/01/21 20:28:04.727" "2019/01/21 20:28:04.927"
"2019/01/21 20:28:16.727" "2019/01/21 20:28:16.927"
"2019/01/21 20:28:28.727" "2019/01/21 20:28:28.927"
"2019/01/21 20:28:40.727" "2019/01/21 20:28:40.927"
"2019/01/21 20:28:52.727" "2019/01/21 20:28:52.927"
"2019/01/21 20:29:04.727" "2019/01/21 20:29:04.927"
"2019/01/21 20:29:16.727" "2019/01/21 20:29:16.927"
"2019/01/21 20:29:28.727" "2019/01/21 20:29:28.927"
"2019/01/21 20:29:40.727" "2019/01/21 20:29:40.927"
"2019/01/21 20:29:52.727" "2019/01/21 20:29:52.927"
"2019/01/21 20:30:04.727" "2019/01/21 20:30:04.927"
"2019/01/21 20:30:16.727" "2019/01/21 20:30:16.927"
"2019/01/21 20:30:54.182" "2019/01/21 20:30:54.382"
"2019/01/21 20:31:06.182" "2019/01/21 20:31:06.382"
"2019/01/21 20:31:18.182" "2019/01/21 20:31:18.382"
"2019/01/21 20:31:30.182" "2019/01/21 20:31:30.382"
"2019/01/21 20:31:42.182" "2019/01/21 20:31:42.382"
"2019/01/21 20:31:54.182" "2019/01/21 20:31:54.382"
"2019/01/21 20:32:06.182" "2019/01/21 20:32:06.382"
"2019/01/21 20:32:18.182" "2019/01/21 20:32:18.382"
"2019/01/21 20:32:30.182" "2019/01/21 20:32:30.382"
"2019/01/21 20:32:42.182" "2019/01/21 20:32:42.382"
"2019/01/21 20:32:54.182" "2019/01/21 20:32:54.382"
"2019/01/21 20:33:06.182" "2019/01/21 20:33:06.382"
"2019/01/21 20:33:18.182" "2019/01/21 20:33:18.382"
"2019/01/21 20:37:49.273" "2019/01/21 20:37:49.473"
"2019/01/21 20:38:01.273" "2019/01/21 20:38:01.473"
"2019/01/21 20:38:13.273" "2019/01/21 20:38:13.473"
"2019/01/21 20:38:25.273" "2019/01/21 20:38:25.473"
"2019/01/21 20:38:37.273" "2019/01/21 20:38:37.473"
"2019/01/21 20:38:49.273" "2019/01/21 20:38:49.473"
"2019/01/21 20:39:01.273" "2019/01/21 20:39:01.473"
"2019/01/21 20:39:13.273" "2019/01/21 20:39:13.473"
"2019/01/21 20:39:25.273" "2019/01/21 20:39:25.473"
"2019/01/21 20:39:37.273" "2019/01/21 20:39:37.473"
"2019/01/21 20:39:49.273" "2019/01/21 20:39:49.473"
"2019/01/21 20:40:01.273" "2019/01/21 20:40:01.473"
"2019/01/21 20:40:13.273" "2019/01/21 20:40:13.473"
"2019/01/21 20:40:50.727" "2019/01/21 20:40:50.927"
"2019/01/21 20:41:02.727" "2019/01/21 20:41:02.927"
"2019/01/21 20:41:14.727" "2019/01/21 20:41:14.927"
"2019/01/21 20:41:26.727" "2019/01/21 20:41:26.927"
"2019/01/21 20:41:38.727" "2019/01/21 20:41:38.927"
"2019/01/21 20:41:50.727" "2019/01/21 20:41:50.927"
"2019/01/21 20:42:02.727" "2019/01/21 20:42:02.927"
"2019/01/21 20:42:14.727" "2019/01/21 20:42:14.927"
"2019/01/21 20:42:26.727" "2019/01/21 20:42:26.927"
"2019/01/21 20:42:38.727" "2019/01/21 20:42:38.927"
"2019/01/21 20:42:50.727" "2019/01/21 20:42:50.927"
"2019/01/21 20:43:02.727" "2019/01/21 20:43:02.927"
"2019/01/21 20:43:14.727" "2019/01/21 20:43:14.927"
"2019/01/21 20:47:46.818" "2019/01/21 20:47:47.018"
"2019/01/21 20:47:58.818" "2019/01/21 20:47:59.018"
"2019/01/21 20:48:10.818" "2019/01/21 20:48:11.018"
"2019/01/21 20:48:22.818" "2019/01/21 20:48:23.018"
"2019/01/21 20:48:34.818" "2019/01/21 20:48:35.018"
"2019/01/21 20:48:46.818" "2019/01/21 20:48:47.018"
"2019/01/21 20:48:58.818" "2019/01/21 20:48:59.018"
"2019/01/21 20:49:10.818" "2019/01/21 20:49:11.018"
"2019/01/21 20:49:22.818" "2019/01/21 20:49:23.018"
"2019/01/21 20:49:34.818" "2019/01/21 20:49:35.018"
"2019/01/21 20:49:46.818" "2019/01/21 20:49:47.018"
"2019/01/21 20:49:58.818" "2019/01/21 20:49:59.018"
"2019/01/21 20:50:10.818" "2019/01/21 20:50:11.018"
"2019/01/21 20:50:48.273" "2019/01/21 20:50:48.473"
"2019/01/21 20:51:00.273" "2019/01/21 20:51:00.473"
